subject,B_freeze_pct,shuffle_id,M1,M1_orig,d_M1,M2,M2_orig,d_M2,M3,M3_orig,d_M3,M4,M4_orig,d_M4,M5,M5_orig,d_M5,M6,M6_orig,d_M6,M7,M7_orig,d_M7,M8,M8_orig,d_M8,delta_G_median
100206,0.0,0,1.1811622547343632,1.2708151331483273,-0.08965287841396408,0.14207734409730224,0.13132207539198057,0.010755268705321674,2.4600967911295905e-15,0.0,2.4600967911295905e-15,0.7982142857142858,0.86875,-0.07053571428571426,0.042105263157894736,0.03684210526315789,0.005263157894736845,0.15850560295324634,0.161405253471683,-0.0028996505184366583,0.43808582711518107,0.43808582711518024,8.326672684688674e-16,0.5015435698165489,0.5933135819497701,-0.09177001213322122,0.27112543357387275
100206,0.0,1,1.4046433707309394,1.2708151331483273,0.1338282375826121,0.13877139463473934,0.13132207539198057,0.007449319242758767,5.016566809253161e-16,0.0,5.016566809253161e-16,0.7572727272727272,0.86875,-0.11147727272727281,0.03684210526315789,0.03684210526315789,0.0,0.14852416466869284,0.161405253471683,-0.01288108880299016,0.43808582711518074,0.43808582711518024,4.996003610813204e-16,0.4618611550301117,0.5933135819497701,-0.13145242691965842,1.9909061966495143
100206,0.0,2,1.1048108777707024,1.2708151331483273,-0.16600425537762487,0.14174180922108895,0.13132207539198057,0.01041973382910838,9.261506887364481e-16,0.0,9.261506887364481e-16,0.6362745098039215,0.86875,-0.2324754901960785,0.042105263157894736,0.03684210526315789,0.005263157894736845,0.1392783534657447,0.161405253471683,-0.02212690000593831,0.4380858271151806,0.43808582711518024,3.885780586188048e-16,0.4707836507566201,0.5933135819497701,-0.12252993119315003,0.5501572091209117
100206,0.0,3,1.6182000324895949,1.2708151331483273,0.3473848993412676,0.15132466482312448,0.13132207539198057,0.020002589431143913,1.2922239330620496e-15,0.0,1.2922239330620496e-15,0.7718181818181818,0.86875,-0.09693181818181817,0.042105263157894736,0.03684210526315789,0.005263157894736845,0.1433142143855159,0.161405253471683,-0.018091039086167104,0.43808582711518046,0.43808582711518024,2.220446049250313e-16,0.6091839308028697,0.5933135819497701,0.01587034885309957,1.2688179936275894
100206,0.0,4,1.1253308834493394,1.2708151331483273,-0.14548424969898788,0.1481626992885631,0.13132207539198057,0.01684062389658253,0.0,0.0,0.0,0.7307692307692307,0.86875,-0.1379807692307693,0.03684210526315789,0.03684210526315789,0.0,0.145195937767296,0.161405253471683,-0.016209315704386995,0.43808582711518024,0.43808582711518024,0.0,0.2653288121933514,0.5933135819497701,-0.3279847697564187,0.5819198074610212
100206,0.0,5,1.2629634366816251,1.2708151331483273,-0.00785169646670214,0.13754199770160305,0.13132207539198057,0.006219922309622483,8.967209913705024e-16,0.0,8.967209913705024e-16,0.7446428571428572,0.86875,-0.12410714285714286,0.031578947368421054,0.03684210526315789,-0.005263157894736838,0.141814317419996,0.161405253471683,-0.01959093605168699,0.43808582711517957,0.43808582711518024,-6.661338147750939e-16,0.7500436731092592,0.5933135819497701,0.1567300911594891,0.2595068146874593
100206,0.0,6,1.1839280729861366,1.2708151331483273,-0.08688706016219072,0.13715704107902352,0.13132207539198057,0.005834965687042948,1.4050671177041888e-16,0.0,1.4050671177041888e-16,0.7851851851851852,0.86875,-0.08356481481481481,0.042105263157894736,0.03684210526315789,0.005263157894736845,0.15179204885963155,0.161405253471683,-0.009613204612051451,0.43808582711517957,0.43808582711518024,-6.661338147750939e-16,0.7073825815226592,0.5933135819497701,0.11406899957288907,0.2342976225904425
100206,0.0,7,1.6454957898730442,1.2708151331483273,0.37468065672471695,0.1455751837097324,0.13132207539198057,0.01425310831775184,0.0,0.0,0.0,0.6645454545454546,0.86875,-0.20420454545454547,0.03684210526315789,0.03684210526315789,0.0,0.13754686508168756,0.161405253471683,-0.023858388389995433,0.43808582711518024,0.43808582711518024,0.0,0.2370762511877563,0.5933135819497701,-0.3562373307620138,1.5076756091412808
100206,5.0,0,1.254735599612082,1.2708151331483273,-0.01607953353624536,0.14344066007201983,0.13132207539198057,0.012118584680039263,0.0,0.0,0.0,0.725925925925926,0.86875,-0.14282407407407405,0.031578947368421054,0.03684210526315789,-0.005263157894736838,0.15175519941349513,0.161405253471683,-0.009650054058187862,0.43808582711518024,0.43808582711518024,0.0,0.19612509098227965,0.5933135819497701,-0.3971884909674905,0.44235358798242874
100206,5.0,1,1.238203798782451,1.2708151331483273,-0.032611334365876266,0.14100562095524424,0.13132207539198057,0.009683545563263674,0.0,0.0,0.0,0.7703703703703704,0.86875,-0.09837962962962965,0.042105263157894736,0.03684210526315789,0.005263157894736845,0.15139377298981654,0.161405253471683,-0.010011480481866453,0.43808582711518024,0.43808582711518024,0.0,0.15303911287347077,0.5933135819497701,-0.44027446907629936,0.5820929618811934
