B_freeze_pct,n,dM2_mean,dM2_sd,dM2_var,dM2_IQR,dM2_q1,dM2_q3,dG_mean,dG_sd,dG_var,dG_IQR,dG_q1,dG_q3,spearman_rho,spearman_p,pearson_r,pearson_p
0.0,40,0.03878279538539333,0.06690546580460155,0.004476341354530707,0.01872056967804507,0.008461126831282325,0.027181696509327398,0.6808833295322076,0.598664509833727,0.3583991953344566,0.5433806707544182,0.26822077885226936,0.8116014496066876,-0.10900562851782367,0.5031444524750441,-0.2859441976354426,0.07366654267039122
10.0,40,0.006532730216543843,0.007185003286532031,5.162427222747609e-05,0.008431849222450225,0.00270210735523105,0.011133956577681275,0.6001931891164066,0.5389506855434077,0.2904678414477092,0.6727549301631099,0.2197865247279211,0.8925414548910311,0.6429643527204504,7.676684692572529e-06,0.5847959256501731,7.408572219918248e-05
