subject,port,B,variant,kappa,R0max
304727,T3,0,orig,0.006309573444801929,280.58322190823264
304727,T3,0,orig,0.01,281.26550807526706
304727,T3,0,orig,0.01584893192461114,282.3395155323414
304727,T3,0,orig,0.025118864315095808,284.023503004533
304727,T3,0,orig,0.039810717055349734,286.6476840472408
304727,T3,0,orig,0.06309573444801933,290.6979719828441
304727,T3,0,orig,0.09999999999999999,296.85786582557137
304727,T3,0,orig,0.1584893192461114,306.0194278529414
304727,T3,0,orig,0.25118864315095824,319.20410347722833
304727,T3,0,orig,0.3981071705534973,337.31133242825103
304727,T3,0,orig,0.6309573444801936,360.6583849017792
304727,T3,0,orig,1.0,388.4611973198694
304727,T3,0,orig,1.584893192461114,418.64862628924243
304727,T3,0,orig,2.511886431509582,448.3513464612327
304727,T3,0,orig,3.9810717055349736,474.88975068146925
304727,T3,0,orig,6.309573444801936,496.62014554744417
304727,T3,0,orig,10.0,513.1576730531482
304727,T3,0,surr0,0.001,297.5851711786694
304727,T3,0,surr0,0.001584893192461114,297.678985696761
304727,T3,0,surr0,0.0025118864315095794,297.8275246962716
304727,T3,0,surr0,0.003981071705534973,298.06257462827597
304727,T3,0,surr0,0.006309573444801929,298.4341808056866
304727,T3,0,surr0,0.01,299.0208299314932
304727,T3,0,surr0,0.01584893192461114,299.94485528567793
304727,T3,0,surr0,0.025118864315095808,301.3950642686855
304727,T3,0,surr0,0.039810717055349734,303.65831456220434
304727,T3,0,surr0,0.06309573444801933,307.1595688129604
304727,T3,0,surr0,0.09999999999999999,312.5031284607077
304727,T3,0,surr0,0.1584893192461114,320.4920382997471
304727,T3,0,surr0,0.25118864315095824,332.07554270092254
304727,T3,0,surr0,0.3981071705534973,348.14811067746206
304727,T3,0,surr0,0.6309573444801936,369.14762507759866
304727,T3,0,surr0,1.0,394.5508875037598
304727,T3,0,surr0,1.584893192461114,422.60627405699694
304727,T3,0,surr0,2.511886431509582,450.6761159295686
304727,T3,0,surr0,3.9810717055349736,476.13217191023887
304727,T3,0,surr0,6.309573444801936,497.232363047031
304727,T3,0,surr0,10.0,513.4404926436669
304727,T3,0,surr1,0.001,301.7982094893571
304727,T3,0,surr1,0.001584893192461114,301.89090803079483
304727,T3,0,surr1,0.0025118864315095794,302.0376767584255
304727,T3,0,surr1,0.003981071705534973,302.2699170948104
304727,T3,0,surr1,0.006309573444801929,302.63706069596753
304727,T3,0,surr1,0.01,303.21661337700397
304727,T3,0,surr1,0.01584893192461114,304.12933412654587
304727,T3,0,surr1,0.025118864315095808,305.5614903215172
304727,T3,0,surr1,0.039810717055349734,307.79581802693247
304727,T3,0,surr1,0.06309573444801933,311.250567829429
304727,T3,0,surr1,0.09999999999999999,316.51916128498374
304727,T3,0,surr1,0.1584893192461114,324.38744463885297
304727,T3,0,surr1,0.25118864315095824,335.7792550598351
304727,T3,0,surr1,0.3981071705534973,351.5568705333319
304727,T3,0,surr1,0.6309573444801936,372.13002979365547
304727,T3,0,surr1,1.0,396.9759116192988
304727,T3,0,surr1,1.584893192461114,424.3975914166416
304727,T3,0,surr1,2.511886431509582,451.8595211896286
304727,T3,0,surr1,3.9810717055349736,476.82940498386773
304727,T3,0,surr1,6.309573444801936,497.60251840827243
304727,T3,0,surr1,10.0,513.6208855191782
304727,T3,0,surr2,0.001,300.7232902107964
304727,T3,0,surr2,0.001584893192461114,300.8162305600431
304727,T3,0,surr2,0.0025118864315095794,300.9633819983151
304727,T3,0,surr2,0.003981071705534973,301.1962275728854
304727,T3,0,surr2,0.006309573444801929,301.56432714738617
304727,T3,0,surr2,0.01,302.1453869179632
304727,T3,0,surr2,0.01584893192461114,303.0604767592938
304727,T3,0,surr2,0.025118864315095808,304.49634136232163
304727,T3,0,surr2,0.039810717055349734,306.7364397886676
304727,T3,0,surr2,0.06309573444801933,310.20010263251186
304727,T3,0,surr2,0.09999999999999999,315.48235685318963
304727,T3,0,surr2,0.1584893192461114,323.37149210024705
304727,T3,0,surr2,0.25118864315095824,334.79531381986226
304727,T3,0,surr2,0.3981071705534973,350.62290992239633
304727,T3,0,surr2,0.6309573444801936,371.2747393788416
304727,T3,0,surr2,1.0,396.23920511476075
304727,T3,0,surr2,1.584893192461114,423.81894701623327
304727,T3,0,surr2,2.511886431509582,451.45529834599546
304727,T3,0,surr2,3.9810717055349736,476.5803441674552
304727,T3,0,surr2,6.309573444801936,497.46588064078867
304727,T3,0,surr2,10.0,513.5527643435489
304727,T3,10,orig,0.001,279.59523137282594
304727,T3,10,orig,0.001584893192461114,279.70443647162426
304727,T3,10,orig,0.0025118864315095794,279.8773268215546
304727,T3,10,orig,0.003981071705534973,280.1508681668557
304727,T3,10,orig,0.006309573444801929,280.58322190823264
304727,T3,10,orig,0.01,281.26550807526706
304727,T3,10,orig,0.01584893192461114,282.3395155323414
304727,T3,10,orig,0.025118864315095808,284.023503004533
304727,T3,10,orig,0.039810717055349734,286.6476840472408
304727,T3,10,orig,0.06309573444801933,290.6979719828441
304727,T3,10,orig,0.09999999999999999,296.85786582557137
304727,T3,10,orig,0.1584893192461114,306.0194278529414
304727,T3,10,orig,0.25118864315095824,319.20410347722833
304727,T3,10,orig,0.3981071705534973,337.31133242825103
304727,T3,10,orig,0.6309573444801936,360.6583849017792
304727,T3,10,orig,1.0,388.4611973198694
304727,T3,10,orig,1.584893192461114,418.64862628924243
304727,T3,10,orig,2.511886431509582,448.3513464612327
304727,T3,10,orig,3.9810717055349736,474.88975068146925
304727,T3,10,orig,6.309573444801936,496.62014554744417
304727,T3,10,orig,10.0,513.1576730531482
304727,T3,10,surr0,0.001,300.49190860629307
304727,T3,10,surr0,0.001584893192461114,300.5853237711979
304727,T3,10,surr0,0.0025118864315095794,300.7332263417772
304727,T3,10,surr0,0.003981071705534973,300.96725887293104
304727,T3,10,surr0,0.006309573444801929,301.3372308681037
304727,T3,10,surr0,0.01,301.921236303875
304727,T3,10,surr0,0.01584893192461114,302.84094015778595
304727,T3,10,surr0,0.025118864315095808,304.2839824664933
304727,T3,10,surr0,0.039810717055349734,306.5351255462747
304727,T3,10,surr0,0.06309573444801933,310.0154914732428
304727,T3,10,surr0,0.09999999999999999,315.3223211346166
304727,T3,10,surr0,0.1584893192461114,323.24607004002155
304727,T3,10,surr0,0.25118864315095824,334.7153783543509
304727,T3,10,surr0,0.3981071705534973,350.5965076007039
304727,T3,10,surr0,0.6309573444801936,371.30109631139885
304727,T3,10,surr0,1.0,396.30393562886616
304727,T3,10,surr0,1.584893192461114,423.8971698453299
304727,T3,10,surr0,2.511886431509582,451.52378769524546
304727,T3,10,surr0,3.9810717055349736,476.62810635709565
304727,T3,10,surr0,6.309573444801936,497.49394230904124
304727,T3,10,surr0,10.0,513.5672993745013
304727,T3,10,surr1,0.001,296.9959319478784
304727,T3,10,surr1,0.001584893192461114,297.09266517042164
304727,T3,10,surr1,0.0025118864315095794,297.2458185673883
304727,T3,10,surr1,0.003981071705534973,297.48815319447226
304727,T3,10,surr1,0.006309573444801929,297.8712333005359
304727,T3,10,surr1,0.01,298.4758892121765
304727,T3,10,surr1,0.01584893192461114,299.42801185029856
304727,T3,10,surr1,0.025118864315095808,300.92166625433146
304727,T3,10,surr1,0.039810717055349734,303.2511356045188
304727,T3,10,surr1,0.06309573444801933,306.851056427604
304727,T3,10,surr1,0.09999999999999999,312.33646404283616
304727,T3,10,surr1,0.1584893192461114,320.51812080358945
304727,T3,10,surr1,0.25118864315095824,332.34116364253026
304727,T3,10,surr1,0.3981071705534973,348.6714224234436
304727,T3,10,surr1,0.6309573444801936,369.88654459313506
304727,T3,10,surr1,1.0,395.3894224419236
304727,T3,10,surr1,1.584893192461114,423.3898477459941
304727,T3,10,surr1,2.511886431509582,451.2856731028497
304727,T3,10,surr1,3.9810717055349736,476.53364782156683
304727,T3,10,surr1,6.309573444801936,497.46204438953305
304727,T3,10,surr1,10.0,513.5580988209715
304727,T3,10,surr2,0.001,301.0584205877319
304727,T3,10,surr2,0.001584893192461114,301.15054782115465
304727,T3,10,surr2,0.0025118864315095794,301.29641366474067
304727,T3,10,surr2,0.003981071705534973,301.5272294886316
304727,T3,10,surr2,0.006309573444801929,301.89213156754283
304727,T3,10,surr2,0.01,302.46817209471004
304727,T3,10,surr2,0.01584893192461114,303.3754271175018
304727,T3,10,surr2,0.025118864315095808,304.7991701151375
304727,T3,10,surr2,0.039810717055349734,307.02077649442384
304727,T3,10,surr2,0.06309573444801933,310.45684874255437
304727,T3,10,surr2,0.09999999999999999,315.69935389782
304727,T3,10,surr2,0.1584893192461114,323.53428711679794
304727,T3,10,surr2,0.25118864315095824,334.890271274339
304727,T3,10,surr2,0.3981071705534973,350.64351651139555
304727,T3,10,surr2,0.6309573444801936,371.22907634319546
304727,T3,10,surr2,1.0,396.15196322731566
304727,T3,10,surr2,1.584893192461114,423.72237086912537
304727,T3,10,surr2,2.511886431509582,451.3744354519473
304727,T3,10,surr2,3.9810717055349736,476.52498462644684
304727,T3,10,surr2,6.309573444801936,497.4334483968023
304727,T3,10,surr2,10.0,513.5358937057572
314225,T2,0,orig,0.001,60.33335667029825
314225,T2,0,orig,0.001584893192461114,60.41089853853814
314225,T2,0,orig,0.0025118864315095794,60.533391125233976
314225,T2,0,orig,0.003981071705534973,60.72652272964361
314225,T2,0,orig,0.006309573444801929,61.03011308249744
314225,T2,0,orig,0.01,61.50508128901729
314225,T2,0,orig,0.01584893192461114,62.242681044331505
314225,T2,0,orig,0.025118864315095808,63.375022591044306
314225,T2,0,orig,0.039810717055349734,65.08296479449974
314225,T2,0,orig,0.06309573444801933,67.59188527298092
314225,T2,0,orig,0.09999999999999999,71.13954583533754
314225,T2,0,orig,0.1584893192461114,75.90504821560451
314225,T2,0,orig,0.25118864315095824,81.92826929011488
314225,T2,0,orig,0.3981071705534973,89.11574449116466
314225,T2,0,orig,0.6309573444801936,97.37306027267479
314225,T2,0,orig,1.0,106.6383336082532
314225,T2,0,orig,1.584893192461114,116.64426059444926
314225,T2,0,orig,2.511886431509582,126.7510647016573
314225,T2,0,orig,3.9810717055349736,136.12620206032292
314225,T2,0,orig,6.309573444801936,144.0897212473274
314225,T2,0,orig,10.0,150.3379232311703
314225,T2,0,surr0,0.001,58.89567438546986
314225,T2,0,surr0,0.001584893192461114,58.96985472635304
314225,T2,0,surr0,0.0025118864315095794,59.08705024839075
314225,T2,0,surr0,0.003981071705534973,59.2718629570694
314225,T2,0,surr0,0.006309573444801929,59.562458761675444
314225,T2,0,surr0,0.01,60.01730196891322
314225,T2,0,surr0,0.01584893192461114,60.72415766067054
314225,T2,0,surr0,0.025118864315095808,61.81055605109246
314225,T2,0,surr0,0.039810717055349734,63.45225372070269
314225,T2,0,surr0,0.06309573444801933,65.8711386823245
314225,T2,0,surr0,0.09999999999999999,69.30821159179689
314225,T2,0,surr0,0.1584893192461114,73.96127870124842
314225,T2,0,surr0,0.25118864315095824,79.91252449036665
314225,T2,0,surr0,0.3981071705534973,87.1285092612994
314225,T2,0,surr0,0.6309573444801936,95.56082281868228
314225,T2,0,surr0,1.0,105.14130597797586
314225,T2,0,surr0,1.584893192461114,115.5388901953322
314225,T2,0,surr0,2.511886431509582,126.02556855622262
314225,T2,0,surr0,3.9810717055349736,135.70136319054214
314225,T2,0,surr0,6.309573444801936,143.86494474276347
314225,T2,0,surr0,10.0,150.22849102657733
314225,T2,0,surr1,0.001,56.57437830834916
314225,T2,0,surr1,0.001584893192461114,56.66592286987754
314225,T2,0,surr1,0.0025118864315095794,56.81049888366348
314225,T2,0,surr1,0.003981071705534973,57.038357448485556
314225,T2,0,surr1,0.006309573444801929,57.39630772153834
314225,T2,0,surr1,0.01,57.95575325094369
314225,T2,0,surr1,0.01584893192461114,58.82313356529644
314225,T2,0,surr1,0.025118864315095808,60.15125758715225
314225,T2,0,surr1,0.039810717055349734,62.14616661115434
314225,T2,0,surr1,0.06309573444801933,65.05701821900159
314225,T2,0,surr1,0.09999999999999999,69.12886559338958
314225,T2,0,surr1,0.1584893192461114,74.50632980030115
314225,T2,0,surr1,0.25118864315095824,81.1334046495286
314225,T2,0,surr1,0.3981071705534973,88.78673921960781
314225,T2,0,surr1,0.6309573444801936,97.29822683647178
314225,T2,0,surr1,1.0,106.64553982626234
314225,T2,0,surr1,1.584893192461114,116.65290373478318
314225,T2,0,surr1,2.511886431509582,126.7452996114565
314225,T2,0,surr1,3.9810717055349736,136.11378907000608
314225,T2,0,surr1,6.309573444801936,144.0786138206028
314225,T2,0,surr1,10.0,150.33071437368827
314225,T2,0,surr2,0.001,55.33345540456104
314225,T2,0,surr2,0.001584893192461114,55.42550527788059
314225,T2,0,surr2,0.0025118864315095794,55.5708856816318
314225,T2,0,surr2,0.003981071705534973,55.8000278650898
314225,T2,0,surr2,0.006309573444801929,56.16003408411167
314225,T2,0,surr2,0.01,56.72279053982368
314225,T2,0,surr2,0.01584893192461114,57.59554371773018
314225,T2,0,surr2,0.025118864315095808,58.932473744363335
314225,T2,0,surr2,0.039810717055349734,60.941978725824576
314225,T2,0,surr2,0.06309573444801933,63.877247342184475
314225,T2,0,surr2,0.09999999999999999,67.98994933000334
314225,T2,0,surr2,0.1584893192461114,73.43441617614496
314225,T2,0,surr2,0.25118864315095824,80.16563382696698
314225,T2,0,surr2,0.3981071705534973,87.96583413313694
314225,T2,0,surr2,0.6309573444801936,96.6574882617471
314225,T2,0,surr2,1.0,106.19209246327073
314225,T2,0,surr2,1.584893192461114,116.36358662565704
314225,T2,0,surr2,2.511886431509582,126.5783308597425
314225,T2,0,surr2,3.9810717055349736,136.0257270904606
314225,T2,0,surr2,6.309573444801936,144.03555523082355
314225,T2,0,surr2,10.0,150.31089119822025
314225,T2,10,orig,0.001,60.33335667029825
314225,T2,10,orig,0.001584893192461114,60.41089853853814
314225,T2,10,orig,0.0025118864315095794,60.533391125233976
314225,T2,10,orig,0.003981071705534973,60.72652272964361
314225,T2,10,orig,0.006309573444801929,61.03011308249744
314225,T2,10,orig,0.01,61.50508128901729
314225,T2,10,orig,0.01584893192461114,62.242681044331505
314225,T2,10,orig,0.025118864315095808,63.375022591044306
314225,T2,10,orig,0.039810717055349734,65.08296479449974
314225,T2,10,orig,0.06309573444801933,67.59188527298092
314225,T2,10,orig,0.09999999999999999,71.13954583533754
314225,T2,10,orig,0.1584893192461114,75.90504821560451
314225,T2,10,orig,0.25118864315095824,81.92826929011488
314225,T2,10,orig,0.3981071705534973,89.11574449116466
314225,T2,10,orig,0.6309573444801936,97.37306027267479
314225,T2,10,orig,1.0,106.6383336082532
314225,T2,10,orig,1.584893192461114,116.64426059444926
314225,T2,10,orig,2.511886431509582,126.7510647016573
314225,T2,10,orig,3.9810717055349736,136.12620206032292
314225,T2,10,orig,6.309573444801936,144.0897212473274
314225,T2,10,orig,10.0,150.3379232311703
314225,T2,10,surr0,0.001,58.58113575792003
314225,T2,10,surr0,0.001584893192461114,58.65661100883204
314225,T2,10,surr0,0.0025118864315095794,58.775850841469854
314225,T2,10,surr0,0.003981071705534973,58.96388361465994
314225,T2,10,surr0,0.006309573444801929,59.25953317909476
314225,T2,10,surr0,0.01,59.72226284434223
314225,T2,10,surr0,0.01584893192461114,60.44131460854671
314225,T2,10,surr0,0.025118864315095808,61.54630581507593
314225,T2,10,surr0,0.039810717055349734,63.21571539932174
314225,T2,10,surr0,0.06309573444801933,65.67446395722135
314225,T2,10,surr0,0.09999999999999999,69.16579155828468
314225,T2,10,surr0,0.1584893192461114,73.88666475595153
314225,T2,10,surr0,0.25118864315095824,79.91242768317333
314225,T2,10,surr0,0.3981071705534973,87.19609548709961
314225,T2,10,surr0,0.6309573444801936,95.67405640672466
314225,T2,10,surr0,1.0,105.26971007076305
314225,T2,10,surr0,1.584893192461114,115.6546250797301
314225,T2,10,surr0,2.511886431509582,126.11246303833383
314225,T2,10,surr0,3.9810717055349736,135.75715360092337
314225,T2,10,surr0,6.309573444801936,143.8963651913962
314225,T2,10,surr0,10.0,150.24443920768795
314225,T2,10,surr1,0.001,61.70807736865142
314225,T2,10,surr1,0.001584893192461114,61.78575730785541
314225,T2,10,surr1,0.0025118864315095794,61.908459408421244
314225,T2,10,surr1,0.003981071705534973,62.10189986953503
314225,T2,10,surr1,0.006309573444801929,62.40592221956992
314225,T2,10,surr1,0.01,62.88143366016024
314225,T2,10,surr1,0.01584893192461114,63.61955085224816
314225,T2,10,surr1,0.025118864315095808,64.751894610166
314225,T2,10,surr1,0.039810717055349734,66.45795498615018
314225,T2,10,surr1,0.06309573444801933,68.95976978483537
314225,T2,10,surr1,0.09999999999999999,72.48790766809664
314225,T2,10,surr1,0.1584893192461114,77.20825581748669
314225,T2,10,surr1,0.25118864315095824,83.14176194273699
314225,T2,10,surr1,0.3981071705534973,90.17836587153319
314225,T2,10,surr1,0.6309573444801936,98.22559912108309
314225,T2,10,surr1,1.0,107.2514719822566
314225,T2,10,surr1,1.584893192461114,117.03390557530774
314225,T2,10,surr1,2.511886431509582,126.96896859939017
314225,T2,10,surr1,3.9810717055349736,136.23449680151631
314225,T2,10,surr1,6.309573444801936,144.1386579095832
314225,T2,10,surr1,10.0,150.35862522764987
314225,T2,10,surr2,0.001,62.007972141408324
314225,T2,10,surr2,0.001584893192461114,62.085207734864575
314225,T2,10,surr2,0.0025118864315095794,62.20720754601712
314225,T2,10,surr2,0.003981071705534973,62.399539838330746
314225,T2,10,surr2,0.006309573444801929,62.701818065289565
314225,T2,10,surr2,0.01,63.17459566162959
314225,T2,10,surr2,0.01584893192461114,63.90845535664783
314225,T2,10,surr2,0.025118864315095808,65.03423666636309
314225,T2,10,surr2,0.039810717055349734,66.73034549303331
314225,T2,10,surr2,0.06309573444801933,69.21745363453323
314225,T2,10,surr2,0.09999999999999999,72.72471821764651
314225,T2,10,surr2,0.1584893192461114,77.4172199223855
314225,T2,10,surr2,0.25118864315095824,83.31679875947096
314225,T2,10,surr2,0.3981071705534973,90.31680538614974
314225,T2,10,surr2,0.6309573444801936,98.32971029139809
314225,T2,10,surr2,1.0,107.32706048510735
314225,T2,10,surr2,1.584893192461114,117.08713669035393
314225,T2,10,surr2,2.511886431509582,127.00465409440056
314225,T2,10,surr2,3.9810717055349736,136.25662564116445
314225,T2,10,surr2,6.309573444801936,144.1511439381804
